date,is_weekend,is_major_holiday,is_signature_promo_day,is_thanksgiving_special,is_christmas_week_special,is_closed,is_summer_deal_active,is_grad_season,is_major_sporting_event_window,is_special_day,day_of_week,month,weather,covers,avg_check,sales,labor_cost_pct,is_pos_outage
2024-01-28,True,False,False,False,False,False,False,False,False,False,Sunday,1,clear,380.0,25.67,9755.1,0.2868,False
2024-01-29,False,False,False,False,False,False,False,False,False,False,Monday,1,rain,191.0,24.42,4664.34,0.3059,False
2024-01-30,False,False,False,False,False,False,False,False,False,False,Tuesday,1,clear,227.0,28.56,6482.03,0.3188,False
2024-01-31,False,False,False,False,False,False,False,False,False,False,Wednesday,1,rain,195.0,29.5,5752.64,0.2895,False
2024-02-01,False,False,False,False,False,False,False,False,False,False,Thursday,2,rain,191.0,25.78,4924.04,0.2817,False
2024-02-02,False,False,False,False,False,False,False,False,False,False,Friday,2,heavy_rain,175.0,26.14,4574.45,0.2773,False
2024-02-03,True,False,False,False,False,False,False,False,False,False,Saturday,2,rain,334.0,31.76,10608.8,0.2993,False
2024-02-04,True,False,False,False,False,False,False,False,False,False,Sunday,2,clear,351.0,29.46,10341.27,0.2653,False
2024-02-05,False,False,False,False,False,False,False,False,False,False,Monday,2,heavy_rain,172.0,22.26,3829.04,0.3074,False
2024-02-06,False,False,False,False,False,False,False,False,False,False,Tuesday,2,heavy_rain,154.0,23.58,3631.83,0.3125,False
2024-02-07,False,False,False,False,False,False,False,False,False,False,Wednesday,2,clear,207.0,26.74,5536.01,0.2963,False
2024-02-08,False,False,False,False,False,False,False,False,False,False,Thursday,2,clear,187.0,30.08,5625.49,0.286,False
2024-02-09,False,False,False,False,False,False,False,False,False,False,Friday,2,rain,206.0,31.56,6502.17,0.293,False
2024-02-10,True,False,False,False,False,False,False,False,False,False,Saturday,2,clear,370.0,31.84,11782.17,0.2904,False
2024-02-11,True,False,False,False,False,False,False,False,False,False,Sunday,2,clear,347.0,30.02,10415.97,0.2799,False
2024-02-12,False,False,False,False,False,False,False,False,False,False,Monday,2,clear,192.0,28.44,5461.34,0.318,False
2024-02-13,False,False,False,False,False,False,False,False,False,False,Tuesday,2,rain,211.0,24.0,5064.17,0.2871,False
2024-02-14,False,False,False,False,False,False,False,False,False,False,Wednesday,2,rain,190.0,25.53,4849.99,0.3052,False
2024-02-15,False,False,False,False,False,False,False,False,False,False,Thursday,2,rain,221.0,23.55,5204.94,0.2553,False
2024-02-16,False,False,False,False,False,False,False,False,False,False,Friday,2,rain,179.0,22.38,4006.34,0.3173,False
2024-02-17,True,False,False,False,False,False,False,False,False,False,Saturday,2,rain,333.0,30.18,10051.37,0.3146,False
2024-02-18,True,False,False,False,False,False,False,False,False,False,Sunday,2,rain,363.0,29.65,10763.98,0.2911,False
2024-02-19,False,False,False,False,False,False,False,False,False,False,Monday,2,clear,199.0,28.24,5619.06,0.2977,False
2024-02-20,False,False,False,False,False,False,False,False,False,False,Tuesday,2,clear,218.0,27.76,6051.88,0.2954,False
2024-02-21,False,False,False,False,False,False,False,False,False,False,Wednesday,2,rain,191.0,26.77,5112.72,0.2825,False
2024-02-22,False,False,False,False,False,False,False,False,False,False,Thursday,2,rain,194.0,27.8,5392.42,0.2988,False
2024-02-23,False,False,False,False,False,False,False,False,False,False,Friday,2,rain,178.0,25.87,4604.36,0.2828,False
2024-02-24,True,False,False,False,False,False,False,False,False,False,Saturday,2,rain,371.0,30.47,11305.5,0.28,False
2024-02-25,True,False,False,False,False,False,False,False,False,False,Sunday,2,rain,354.0,26.58,9409.31,0.3112,False
2024-02-26,False,False,False,False,False,False,False,False,False,False,Monday,2,rain,188.0,27.18,5109.74,0.3067,False
2024-02-27,False,False,False,False,False,False,False,False,False,False,Tuesday,2,rain,178.0,28.17,5014.51,0.2821,False
2024-02-28,False,False,False,False,False,False,False,False,False,False,Wednesday,2,clear,192.0,23.99,4606.53,0.2839,False
2024-02-29,False,False,False,False,False,False,False,False,False,False,Thursday,2,clear,204.0,26.16,5337.09,0.2812,False
2024-03-01,False,False,False,False,False,False,False,False,False,False,Friday,3,clear,195.0,24.13,4704.45,0.3053,False
2024-03-02,True,False,False,False,False,False,False,False,False,False,Saturday,3,clear,396.0,27.22,10780.88,0.2756,False
2024-03-03,True,False,False,False,False,False,False,False,False,False,Sunday,3,clear,390.0,25.34,9881.81,0.2984,False
2024-03-04,False,False,False,False,False,False,False,False,False,False,Monday,3,heavy_rain,163.0,30.26,4933.18,0.3043,False
2024-03-05,False,False,False,False,False,False,False,False,False,False,Tuesday,3,clear,187.0,29.55,5525.27,0.2885,False
2024-03-06,False,False,False,False,False,False,False,False,False,False,Wednesday,3,clear,190.0,27.73,5269.09,0.3064,False
2024-03-07,False,False,False,False,False,False,False,False,False,False,Thursday,3,clear,212.0,32.94,6983.79,0.2773,False
2024-03-08,False,False,False,False,False,False,False,False,False,False,Friday,3,clear,189.0,25.42,4803.66,0.2906,False
2024-03-09,True,False,False,False,False,False,False,False,False,False,Saturday,3,rain,336.0,41.73,14019.7,0.2671,False
2024-03-10,True,False,False,False,False,False,False,False,False,False,Sunday,3,rain,,,,,True
2024-03-11,False,False,False,False,False,False,False,False,False,False,Monday,3,rain,210.0,26.81,5629.79,0.2778,False
2024-03-12,False,False,False,False,False,False,False,False,False,False,Tuesday,3,rain,192.0,24.79,4759.31,0.2993,False
2024-03-13,False,False,False,False,False,False,False,False,False,False,Wednesday,3,clear,207.0,27.19,5627.92,0.2882,False
2024-03-14,False,False,False,False,False,False,False,False,False,False,Thursday,3,rain,173.0,28.74,4972.42,0.2771,False
2024-03-15,False,False,False,False,False,False,False,False,False,False,Friday,3,clear,206.0,25.65,5283.28,0.282,False
2024-03-16,True,False,False,False,False,False,False,False,False,False,Saturday,3,clear,329.0,35.89,11808.32,0.3085,False
2024-03-17,True,False,False,False,False,False,False,False,False,False,Sunday,3,clear,363.0,29.84,10833.48,0.2935,False
2024-03-18,False,False,False,False,False,False,False,False,False,False,Monday,3,rain,210.0,26.86,5640.13,0.2741,False
2024-03-19,False,False,False,False,False,False,False,False,False,False,Tuesday,3,rain,191.0,23.31,4452.81,0.3003,False
2024-03-20,False,False,False,False,False,False,False,False,False,False,Wednesday,3,clear,218.0,27.34,5959.91,0.2853,False
2024-03-21,False,False,False,False,False,False,False,False,False,False,Thursday,3,rain,194.0,25.59,4963.52,0.3447,False
2024-03-22,False,False,False,False,False,False,False,False,False,False,Friday,3,clear,190.0,24.17,4592.28,0.2992,False
2024-03-23,True,False,False,False,False,False,False,False,False,False,Saturday,3,rain,320.0,26.42,8454.38,0.2912,False
2024-03-24,True,False,False,False,False,False,False,False,False,False,Sunday,3,clear,374.0,39.96,14945.47,0.3005,False
2024-03-25,False,False,False,False,False,False,False,False,False,False,Monday,3,clear,176.0,25.19,4433.58,0.2682,False
2024-03-26,False,False,False,False,False,False,False,False,False,False,Tuesday,3,clear,205.0,21.83,4475.03,0.297,False
2024-03-27,False,False,False,False,False,False,False,False,False,False,Wednesday,3,rain,210.0,23.91,5021.17,0.3225,False
2024-03-28,False,False,False,False,False,False,False,False,False,False,Thursday,3,clear,190.0,25.84,4909.52,0.2915,False
2024-03-29,False,False,False,False,False,False,False,False,False,False,Friday,3,clear,222.0,27.76,6163.34,0.2604,False
2024-03-30,True,False,False,False,False,False,False,False,False,False,Saturday,3,clear,392.0,31.0,12150.59,0.2809,False
2024-03-31,True,False,False,False,False,False,False,False,False,False,Sunday,3,heavy_rain,318.0,31.45,10002.01,0.3145,False
2024-04-01,False,False,False,False,False,False,False,False,False,False,Monday,4,heavy_rain,174.0,24.06,4187.12,0.3028,False
2024-04-02,False,False,False,False,False,False,False,False,False,False,Tuesday,4,rain,199.0,27.08,5389.75,0.278,False
2024-04-03,False,False,False,False,False,False,False,False,False,False,Wednesday,4,clear,210.0,23.41,4915.15,,False
2024-04-04,False,False,False,False,False,False,False,False,False,False,Thursday,4,heavy_rain,172.0,24.14,4151.54,0.289,False
2024-04-05,False,False,False,False,False,False,False,False,False,False,Friday,4,rain,210.0,23.29,4890.64,0.2987,False
2024-04-06,True,False,False,False,False,False,False,False,False,False,Saturday,4,rain,325.0,25.15,8172.37,0.3178,False
2024-04-07,True,False,False,False,False,False,False,False,False,False,Sunday,4,clear,359.0,32.95,11829.16,0.3035,False
2024-04-08,False,False,False,False,False,False,False,False,False,False,Monday,4,clear,193.0,28.24,5450.27,0.2971,False
2024-04-09,False,False,False,False,False,False,False,False,False,False,Tuesday,4,clear,209.0,29.23,6109.69,0.2667,False
2024-04-10,False,False,False,False,False,False,False,False,False,False,Wednesday,4,heavy_rain,202.0,26.12,5276.84,0.2713,False
2024-04-11,False,False,False,False,False,False,False,False,False,False,Thursday,4,clear,,,,,True
2024-04-12,False,False,False,False,False,False,False,False,False,False,Friday,4,clear,202.0,21.05,4251.43,0.2766,False
2024-04-13,True,False,False,False,False,False,False,False,False,False,Saturday,4,clear,383.0,32.16,12319.04,0.283,False
2024-04-14,True,False,False,False,False,False,False,False,False,False,Sunday,4,rain,377.0,29.62,11167.86,0.2941,False
2024-04-15,False,False,False,False,False,False,False,False,False,False,Monday,4,clear,162.0,28.03,4541.2,0.2782,False
2024-04-16,False,False,False,False,False,False,False,False,False,False,Tuesday,4,rain,203.0,27.21,5524.26,0.2745,False
2024-04-17,False,False,False,False,False,False,False,False,False,False,Wednesday,4,rain,188.0,23.1,4342.01,0.2949,False
2024-04-18,False,False,False,False,False,False,False,False,False,False,Thursday,4,rain,210.0,21.72,4561.65,0.3027,False
2024-04-19,False,False,False,False,False,False,False,False,False,False,Friday,4,clear,214.0,23.87,5108.32,0.3081,False
2024-04-20,True,False,False,False,False,False,False,False,False,False,Saturday,4,rain,343.0,31.03,10644.69,0.3001,False
2024-04-21,True,False,False,False,False,False,False,False,False,False,Sunday,4,rain,346.0,31.5,10900.3,0.2914,False
2024-04-22,False,False,False,False,False,False,False,False,False,False,Monday,4,rain,206.0,22.06,4545.17,0.284,False
2024-04-23,False,False,False,False,False,False,False,False,False,False,Tuesday,4,clear,233.0,23.11,5385.16,0.2746,False
2024-04-24,False,False,False,False,False,False,False,False,False,False,Wednesday,4,clear,196.0,23.84,4672.38,0.2869,False
2024-04-25,False,False,False,False,False,False,False,False,False,False,Thursday,4,clear,210.0,24.91,5230.84,0.2976,False
2024-04-26,False,False,False,False,False,False,False,False,False,False,Friday,4,clear,240.0,22.08,5299.08,0.2961,False
2024-04-27,True,False,False,False,False,False,False,False,False,False,Saturday,4,clear,362.0,24.45,8851.07,0.2644,False
2024-04-28,True,False,False,False,False,False,False,False,False,False,Sunday,4,clear,360.0,26.28,9459.55,0.2824,False
2024-04-29,False,False,False,False,False,False,False,False,False,False,Monday,4,clear,198.0,26.27,5201.56,0.3097,False
2024-04-30,False,False,False,False,False,False,False,False,False,False,Tuesday,4,rain,186.0,22.57,4197.2,0.2983,False
2024-05-01,False,False,False,False,False,False,False,False,False,False,Wednesday,5,clear,202.0,25.64,5179.52,0.2705,False
2024-05-02,False,False,False,False,False,False,False,False,False,False,Thursday,5,rain,223.0,29.52,6583.32,0.3194,False
2024-05-03,False,False,False,False,False,False,False,False,False,False,Friday,5,clear,212.0,22.24,4714.84,0.2938,False
2024-05-04,True,False,False,False,False,False,False,False,False,False,Saturday,5,clear,382.0,28.29,10806.93,0.2963,False
2024-05-05,True,False,False,False,False,False,False,False,False,False,Sunday,5,clear,397.0,32.79,13019.49,0.2905,False
2024-05-06,False,False,False,False,False,False,False,False,False,False,Monday,5,clear,195.0,24.73,4821.81,0.2882,False
2024-05-07,False,False,False,False,False,False,False,False,False,False,Tuesday,5,heavy_rain,170.0,24.27,4125.96,0.2866,False
2024-05-08,False,False,False,False,False,False,False,False,False,False,Wednesday,5,clear,198.0,29.9,5919.36,0.3195,False
2024-05-09,False,False,False,False,False,False,False,False,False,False,Thursday,5,rain,216.0,25.06,5413.39,0.3055,False
2024-05-10,False,False,False,False,False,False,False,False,False,False,Friday,5,clear,182.0,29.68,5402.64,0.3029,False
2024-05-11,True,False,False,False,False,False,False,False,False,False,Saturday,5,clear,380.0,30.53,11602.12,0.297,False
2024-05-12,True,True,False,False,False,False,False,False,False,True,Sunday,5,clear,737.0,31.8,23433.77,0.241,False
2024-05-13,False,False,False,False,False,False,False,False,False,False,Monday,5,heavy_rain,189.0,27.54,5205.16,0.3108,False
2024-05-14,False,False,False,False,False,False,False,False,False,False,Tuesday,5,clear,213.0,27.02,5755.11,0.276,False
2024-05-15,False,False,False,False,False,False,False,False,False,False,Wednesday,5,clear,198.0,29.39,5818.92,0.2925,False
2024-05-16,False,False,False,False,False,False,False,False,False,False,Thursday,5,clear,203.0,24.34,4941.88,0.2685,False
2024-05-17,False,False,False,False,False,False,False,False,False,False,Friday,5,clear,237.0,26.13,6192.54,0.2556,False
2024-05-18,True,False,False,False,False,False,False,False,False,False,Saturday,5,clear,382.0,28.79,10996.52,0.2948,False
2024-05-19,True,False,False,False,False,False,False,False,False,False,Sunday,5,clear,387.0,31.56,12212.54,0.2746,False
2024-05-20,False,False,False,False,False,False,False,False,False,False,Monday,5,clear,213.0,22.99,4896.95,0.2635,False
2024-05-21,False,False,False,False,False,False,False,False,False,False,Tuesday,5,rain,203.0,29.37,5963.06,0.2956,False
2024-05-22,False,False,False,False,False,False,False,False,False,False,Wednesday,5,rain,203.0,27.5,5581.77,0.3214,False
2024-05-23,False,False,False,False,False,False,False,False,False,False,Thursday,5,clear,220.0,22.2,4883.87,0.3142,False
2024-05-24,False,False,False,False,False,False,False,False,False,False,Friday,5,clear,211.0,30.06,6341.98,0.2815,False
2024-05-25,True,False,False,False,False,False,False,False,False,False,Saturday,5,clear,360.0,37.92,13649.95,0.2829,False
2024-05-26,True,False,False,False,False,False,False,False,False,False,Sunday,5,rain,380.0,32.7,12427.75,0.2994,False
2024-05-27,False,False,False,False,False,False,False,False,False,False,Monday,5,clear,205.0,30.86,6325.5,0.3023,False
2024-05-28,False,False,False,False,False,False,False,False,False,False,Tuesday,5,rain,216.0,26.27,5673.83,0.2839,False
2024-05-29,False,False,False,False,False,False,False,False,False,False,Wednesday,5,rain,209.0,21.3,4451.74,0.2962,False
2024-05-30,False,False,False,False,False,False,False,False,False,False,Thursday,5,rain,200.0,20.84,4167.7,0.3018,False
2024-05-31,False,False,False,False,False,False,False,False,False,False,Friday,5,clear,221.0,26.81,5924.6,0.296,False
2024-06-01,True,False,True,False,False,False,True,True,False,True,Saturday,6,rain,862.0,30.47,26264.87,0.248,False
2024-06-02,True,False,False,False,False,False,True,True,False,False,Sunday,6,clear,424.0,25.99,11017.94,0.2881,False
2024-06-03,False,False,False,False,False,False,True,True,False,False,Monday,6,clear,228.0,25.8,5883.53,0.3086,False
2024-06-04,False,False,False,False,False,False,True,True,False,False,Tuesday,6,clear,220.0,27.99,6158.54,0.3046,False
2024-06-05,False,False,False,False,False,False,True,True,False,False,Wednesday,6,clear,222.0,21.84,4848.59,0.3007,False
2024-06-06,False,False,False,False,False,False,True,True,False,False,Thursday,6,rain,204.0,24.64,5025.86,0.3184,False
2024-06-07,False,False,False,False,False,False,True,True,False,False,Friday,6,rain,227.0,31.16,7074.35,0.2756,False
2024-06-08,True,False,False,False,False,False,True,True,False,False,Saturday,6,clear,411.0,25.49,10476.13,0.3158,False
2024-06-09,True,False,False,False,False,False,True,True,False,False,Sunday,6,heavy_rain,,,,,True
2024-06-10,False,False,False,False,False,False,True,True,False,False,Monday,6,clear,248.0,24.53,6083.63,0.3359,False
2024-06-11,False,False,False,False,False,False,True,True,False,False,Tuesday,6,clear,205.0,27.76,5690.78,0.2711,False
2024-06-12,False,False,False,False,False,False,True,True,False,False,Wednesday,6,clear,227.0,29.66,6732.66,0.2729,False
2024-06-13,False,False,False,False,False,False,True,True,False,False,Thursday,6,rain,211.0,28.42,5996.36,0.2936,False
2024-06-14,False,False,False,False,False,False,True,True,False,False,Friday,6,clear,224.0,29.0,6495.35,0.2905,False
2024-06-15,True,False,False,False,False,False,True,True,False,False,Saturday,6,clear,427.0,25.26,10784.75,0.3198,False
2024-06-16,True,True,False,False,False,False,True,False,False,True,Sunday,6,clear,781.0,31.4,24525.96,0.2431,False
2024-06-17,False,False,False,False,False,False,True,False,False,False,Monday,6,heavy_rain,202.0,23.47,4741.18,0.3077,False
2024-06-18,False,False,False,False,False,False,True,False,False,False,Tuesday,6,rain,199.0,26.82,5337.68,0.3083,False
2024-06-19,False,False,False,False,False,False,True,False,False,False,Wednesday,6,rain,206.0,26.82,5524.58,0.3004,False
2024-06-20,False,False,False,False,False,False,True,False,False,False,Thursday,6,rain,205.0,27.56,5649.49,0.2748,False
2024-06-21,False,False,False,False,False,False,True,False,False,False,Friday,6,rain,203.0,27.07,5495.79,0.3111,False
2024-06-22,True,False,False,False,False,False,True,False,False,False,Saturday,6,clear,376.0,26.21,9853.95,0.3116,False
2024-06-23,True,False,False,False,False,False,True,False,False,False,Sunday,6,clear,361.0,24.66,8903.41,0.3047,False
2024-06-24,False,False,False,False,False,False,True,False,False,False,Monday,6,rain,184.0,28.87,5311.95,0.2941,False
2024-06-25,False,False,False,False,False,False,True,False,False,False,Tuesday,6,clear,207.0,26.59,5503.37,0.2934,False
2024-06-26,False,False,False,False,False,False,True,False,False,False,Wednesday,6,clear,261.0,29.85,7789.58,0.2763,False
2024-06-27,False,False,False,False,False,False,True,False,False,False,Thursday,6,clear,217.0,25.86,5611.8,0.299,False
2024-06-28,False,False,False,False,False,False,True,False,False,False,Friday,6,rain,204.0,21.97,4480.98,0.296,False
2024-06-29,True,False,False,False,False,False,True,False,False,False,Saturday,6,clear,374.0,32.56,12179.23,0.2741,False
2024-06-30,True,False,False,False,False,False,True,False,False,False,Sunday,6,rain,403.0,27.74,11178.95,0.2738,False
2024-07-01,False,False,False,False,False,False,True,False,False,False,Monday,7,clear,195.0,27.09,5282.4,0.2799,False
2024-07-02,False,False,False,False,False,False,True,False,False,False,Tuesday,7,clear,208.0,24.06,5003.73,0.296,False
2024-07-03,False,False,False,False,False,False,True,False,False,False,Wednesday,7,clear,213.0,31.67,6746.0,0.2828,False
2024-07-04,False,False,False,False,False,False,True,False,False,False,Thursday,7,clear,168.0,23.4,3931.88,0.3018,False
2024-07-05,False,False,False,False,False,False,True,False,False,False,Friday,7,clear,202.0,24.97,5043.59,0.3,False
2024-07-06,True,False,False,False,False,False,True,False,False,False,Saturday,7,clear,336.0,29.38,9870.45,0.2837,False
2024-07-07,True,False,False,False,False,False,True,False,False,False,Sunday,7,rain,318.0,25.44,8089.2,0.3199,False
2024-07-08,False,False,False,False,False,False,True,False,False,False,Monday,7,clear,184.0,27.05,4977.56,0.2888,False
2024-07-09,False,False,False,False,False,False,True,False,False,False,Tuesday,7,clear,173.0,31.55,5457.89,0.2837,False
2024-07-10,False,False,False,False,False,False,True,False,False,False,Wednesday,7,clear,224.0,24.51,5491.12,0.2973,False
2024-07-11,False,False,False,False,False,False,True,False,False,False,Thursday,7,heavy_rain,179.0,27.26,4880.0,0.2658,False
2024-07-12,False,False,False,False,False,False,True,False,False,False,Friday,7,clear,168.0,18.69,3140.47,0.291,False
2024-07-13,True,False,False,False,False,False,True,False,False,False,Saturday,7,clear,337.0,28.86,9727.45,0.3082,False
2024-07-14,True,False,False,False,False,False,True,False,False,False,Sunday,7,clear,346.0,27.93,9664.06,0.2676,False
2024-07-15,False,False,False,False,False,False,True,False,False,False,Monday,7,clear,185.0,23.57,4360.02,0.313,False
2024-07-16,False,False,False,False,False,False,True,False,False,False,Tuesday,7,clear,181.0,29.6,5358.12,0.3134,False
2024-07-17,False,False,False,False,False,False,True,False,False,False,Wednesday,7,clear,164.0,25.0,4100.29,0.2921,False
2024-07-18,False,False,False,False,False,False,True,False,False,False,Thursday,7,clear,199.0,25.45,5064.97,0.2968,False
2024-07-19,False,False,False,False,False,False,True,False,False,False,Friday,7,clear,212.0,24.85,5268.07,0.3081,False
2024-07-20,True,False,False,False,False,False,True,False,False,False,Saturday,7,clear,283.0,23.04,6520.62,0.2952,False
2024-07-21,True,False,False,False,False,False,True,False,False,False,Sunday,7,clear,318.0,25.32,8050.66,0.3111,False
2024-07-22,False,False,False,False,False,False,True,False,False,False,Monday,7,clear,175.0,29.18,5106.22,0.2821,False
2024-07-23,False,False,False,False,False,False,True,False,False,False,Tuesday,7,clear,171.0,20.18,3451.51,0.294,False
2024-07-24,False,False,False,False,False,False,True,False,False,False,Wednesday,7,clear,173.0,23.72,4102.82,0.2856,False
2024-07-25,False,False,False,False,False,False,True,False,False,False,Thursday,7,clear,209.0,24.78,5179.5,0.2969,False
2024-07-26,False,False,False,False,False,False,True,False,False,False,Friday,7,clear,192.0,32.05,6153.81,0.3038,False
2024-07-27,True,False,False,False,False,False,True,False,False,False,Saturday,7,clear,352.0,31.8,11194.29,0.2867,False
2024-07-28,True,False,False,False,False,False,True,False,False,False,Sunday,7,rain,307.0,27.12,8327.2,0.2782,False
2024-07-29,False,False,False,False,False,False,True,False,False,False,Monday,7,clear,175.0,30.41,5321.04,0.2747,False
2024-07-30,False,False,False,False,False,False,True,False,False,False,Tuesday,7,clear,216.0,23.79,5138.48,0.2979,False
2024-07-31,False,False,False,False,False,False,True,False,False,False,Wednesday,7,clear,198.0,29.35,5810.7,0.316,False
2024-08-01,False,False,False,False,False,False,True,False,False,False,Thursday,8,clear,172.0,22.09,3799.12,0.3052,False
2024-08-02,False,False,False,False,False,False,True,False,False,False,Friday,8,rain,181.0,29.57,5352.85,0.285,False
2024-08-03,True,False,False,False,False,False,True,False,False,False,Saturday,8,clear,331.0,27.62,9142.4,0.3066,False
2024-08-04,True,False,False,False,False,False,True,False,False,False,Sunday,8,rain,326.0,25.63,8356.31,0.2936,False
2024-08-05,False,False,False,False,False,False,True,False,False,False,Monday,8,clear,213.0,25.33,5395.56,0.2849,False
2024-08-06,False,False,False,False,False,False,True,False,False,False,Tuesday,8,clear,167.0,26.88,4488.94,0.2811,False
2024-08-07,False,False,False,False,False,False,True,False,False,False,Wednesday,8,clear,187.0,24.5,4581.75,0.3161,False
2024-08-08,False,False,False,False,False,False,True,False,False,False,Thursday,8,clear,186.0,27.79,5168.4,0.2537,False
2024-08-09,False,False,False,False,False,False,True,False,False,False,Friday,8,clear,183.0,24.24,4436.51,0.3078,False
2024-08-10,True,False,False,False,False,False,True,False,False,False,Saturday,8,clear,339.0,31.24,10590.8,0.2842,False
2024-08-11,True,False,False,False,False,False,True,False,False,False,Sunday,8,rain,322.0,30.58,9846.92,0.287,False
2024-08-12,False,False,False,False,False,False,True,False,False,False,Monday,8,clear,207.0,25.81,5342.8,0.3162,False
2024-08-13,False,False,False,False,False,False,True,False,False,False,Tuesday,8,rain,149.0,24.66,3674.15,0.2892,False
2024-08-14,False,False,False,False,False,False,True,False,False,False,Wednesday,8,clear,192.0,26.48,5083.61,0.2821,False
2024-08-15,False,False,False,False,False,False,True,False,False,False,Thursday,8,clear,184.0,27.77,5110.55,0.2902,False
2024-08-16,False,False,False,False,False,False,True,False,False,False,Friday,8,clear,203.0,33.3,6759.6,0.2893,False
2024-08-17,True,False,False,False,False,False,True,False,False,False,Saturday,8,clear,326.0,32.46,10582.15,0.2845,False
2024-08-18,True,False,False,False,False,False,True,False,False,False,Sunday,8,clear,328.0,32.6,10693.89,0.2672,False
2024-08-19,False,False,False,False,False,False,True,False,False,False,Monday,8,clear,200.0,37.66,7532.9,0.2659,False
